sr_no,work_category,work,state,ida,honble_members_of_parliament,constituency,work_description,recommended_date,sanction_date,sanction_amount,work_status,work_id,amount
1714,Normal/Others,WS/MP761/2024-2025/138986-Construction of boundary walls of existing public and community buildings,Telangana,NIZAMABAD(DISTRICT COLLECTOR NIZAMABAD_IDA),Arvind Dharmapuri,NIZAMABAD,"Construction of compound wall to Maha Maisamma Committee community hall near Hamalwadi, Pamboudi",05-Sep-2024,2025-01-06,400000,Physical Inspection,WS/MP761/2024-2025/138986,400000.0
1715,Normal/Others,WS/MP761/2024-2025/138987-Construction of boundary walls of existing public and community buildings,Telangana,NIZAMABAD(DISTRICT COLLECTOR NIZAMABAD_IDA),Arvind Dharmapuri,NIZAMABAD,"Construction of compound wall to existing community hall near Sree Ramalayam mandir in Ganga Samundar (V) , Donkeshwar (M)",05-Sep-2024,2025-01-06,399555,Physical Inspection,WS/MP761/2024-2025/138987,399555.0
1716,Normal/Others,WS/MP761/2025-2026/138988-Construction of community centers and community halls,Telangana,NIZAMABAD(DISTRICT COLLECTOR NIZAMABAD_IDA),Arvind Dharmapuri,NIZAMABAD,Construction of Youth Building near Gandhi statue,05-Sep-2024,2025-08-30,400000,Sanction,WS/MP761/2025-2026/138988,400000.0
1717,Normal/Others,WS/MP761/2024-2025/138989-Construction of community centers and community halls,Telangana,NIZAMABAD(DISTRICT COLLECTOR NIZAMABAD_IDA),Arvind Dharmapuri,NIZAMABAD,"Construction of Community hall in Nakash wada, Nehru nagar Colony",05-Sep-2024,2025-01-08,400000,Physical Inspection,WS/MP761/2024-2025/138989,400000.0
1718,Normal/Others,"WS/MP761/2024-2025/138997-Construction of roads, link roads, pathways or any other road with or without drainage system",Telangana,NIZAMABAD(DISTRICT COLLECTOR NIZAMABAD_IDA),Arvind Dharmapuri,NIZAMABAD,Laying of CC road from 11-1-1209 to 11-1-1215 near TV tower in Panchayath Raj Colony,05-Sep-2024,2025-01-06,494497,Physical Inspection,WS/MP761/2024-2025/138997,494497.0
1719,Normal/Others,"WS/MP761/2024-2025/138998-Construction of roads, link roads, pathways or any other road with or without drainage system",Telangana,NIZAMABAD(DISTRICT COLLECTOR NIZAMABAD_IDA),Arvind Dharmapuri,NIZAMABAD,Laying of CC road from 11-1-1156 to 11-1-1170 near Tv tower in Chandrashekhar Colony,05-Sep-2024,2025-01-06,494999,Physical Inspection,WS/MP761/2024-2025/138998,494999.0
1720,Normal/Others,WS/MP761/2024-2025/138999-Construction of boundary walls of existing public and community buildings,Telangana,NIZAMABAD(DISTRICT COLLECTOR NIZAMABAD_IDA),Arvind Dharmapuri,NIZAMABAD,Construction of Compound wall to existing Village Community hall,05-Sep-2024,2025-01-08,400000,Physical Inspection,WS/MP761/2024-2025/138999,400000.0
1721,Normal/Others,WS/MP761/2024-2025/139000-Construction of boundary walls of existing public and community buildings,Telangana,NIZAMABAD(DISTRICT COLLECTOR NIZAMABAD_IDA),Arvind Dharmapuri,NIZAMABAD,Construction of Compound wall to existing community hall near Munnurukapu Kalyana Mandapam,05-Sep-2024,2025-01-06,400000,Physical Inspection,WS/MP761/2024-2025/139000,400000.0
1722,Normal/Others,WS/MP18250/2024-2025/139002-Construction of water tanks,West Bengal,North 24 Parganas(DISTRICT MAGISTRATE NORTH TWENTY FOUR PARGANAS_IDA),SK NURUL ISLAM,BASIRHAT,Installation of 5 nos. Arsenic Free Water Tank at different places under Hasnabad Block (SL.No. 1 to 5),05-Sep-2024,2025-01-29,1750000,Physical Inspection,WS/MP18250/2024-2025/139002,1750000.0
1723,Normal/Others,WS/MP18250/2024-2025/139004-Construction of water tanks,West Bengal,North 24 Parganas(DISTRICT MAGISTRATE NORTH TWENTY FOUR PARGANAS_IDA),SK NURUL ISLAM,BASIRHAT,Installation of 7 nos. Arsenic Free Water Tank at different places under Hasnabad Block (SL.No. 6 to 12),05-Sep-2024,2024-12-27,2450000,Vendor Identification,WS/MP18250/2024-2025/139004,2450000.0
1724,Normal/Others,WS/MP761/2024-2025/139007-Construction of community centers and community halls,Telangana,NIZAMABAD(DISTRICT COLLECTOR NIZAMABAD_IDA),Arvind Dharmapuri,NIZAMABAD,"Construction of Community hall near Press Club, Yellammagutta",05-Sep-2024,2025-01-06,495000,Sanction,WS/MP761/2024-2025/139007,495000.0
1725,Normal/Others,WS/MP761/2024-2025/139008-Construction of public libraries and reading rooms,Telangana,NIZAMABAD(DISTRICT COLLECTOR NIZAMABAD_IDA),Arvind Dharmapuri,NIZAMABAD,Construction of Library building at Bapuji Vachanalayam,05-Sep-2024,2024-12-20,494999,Physical Inspection,WS/MP761/2024-2025/139008,494999.0
1726,Normal/Others,WS/MP761/2024-2025/139009-Street lights,Telangana,NIZAMABAD(DISTRICT COLLECTOR NIZAMABAD_IDA),Arvind Dharmapuri,NIZAMABAD,"Providing LED Hi Mast light near Pothuloori Veerabrahmendraswamy temple, Ansanpally (V), Indalwai (M)",05-Sep-2024,2024-12-28,150000,Physical Inspection,WS/MP761/2024-2025/139009,150000.0
1727,Normal/Others,WS/MP18250/2025-2026/139010-Street lights,West Bengal,North 24 Parganas(DISTRICT MAGISTRATE NORTH TWENTY FOUR PARGANAS_IDA),SK NURUL ISLAM,BASIRHAT,Installation of 100 pcs. Street Electric Light under Nimdaria Kodalia G.P (Sl.No-18),05-Sep-2024,2025-07-04,2200000,Work Completed,WS/MP18250/2025-2026/139010,2200000.0
1728,Normal/Others,WS/MP18250/2026-2027/139022-Construction of water tanks,West Bengal,North 24 Parganas(DISTRICT MAGISTRATE NORTH TWENTY FOUR PARGANAS_IDA),SK NURUL ISLAM,BASIRHAT,"Installation of 14 nos. Arsenic Free Water Tank, Street Light, etc at different places under Hingalganj Block (SL.No. 19 to 32)",05-Sep-2024,2026-07-08,2765000,Sanction,WS/MP18250/2026-2027/139022,2765000.0
1729,Repair and Renovation,WS/MP823/2024-2025/139026-Construction of stadiums,West Bengal,NADIA(DISTRICT MAGISTRATE NADIA_IDA),Ms Mahua Moitra,KRISHNANAGAR,Repair Fencing work at Harichand Guruchand Stadium at Betai-2 GP under Tehatta-1 Block.,05-Sep-2024,2024-12-03,399994,Physical Inspection,WS/MP823/2024-2025/139026,399994.0
1730,Normal/Others,WS/MP761/2024-2025/139027-Construction of community centers and community halls,Telangana,Jagitial(DISTRICT COLLECTOR JAGTIAL_IDA),Arvind Dharmapuri,NIZAMABAD,"Construction of Community hall in Padmashali wada in Urban Colony, Korutla",05-Sep-2024,2024-10-18,350000,Work Completed,WS/MP761/2024-2025/139027,350000.0
1731,Normal/Others,WS/MP761/2024-2025/139028-Construction of community centers and community halls,Telangana,Jagitial(DISTRICT COLLECTOR JAGTIAL_IDA),Arvind Dharmapuri,NIZAMABAD,Construction of Community hall in Gangaputra Wada,05-Sep-2024,2024-10-18,400000,Work Completed,WS/MP761/2024-2025/139028,400000.0
1732,Normal/Others,WS/MP761/2024-2025/139029-Construction of community centers and community halls,Telangana,Jagitial(DISTRICT COLLECTOR JAGTIAL_IDA),Arvind Dharmapuri,NIZAMABAD,"Construction of Community hall in Munnurukapu wada behind Abhayanjaneya Swamy temple, Vemulawada road",05-Sep-2024,2024-10-18,400000,Work Completed,WS/MP761/2024-2025/139029,400000.0
1733,Normal/Others,WS/MP761/2026-2027/139030-Construction of boundary walls of existing public and community buildings,Telangana,Jagitial(DISTRICT COLLECTOR JAGTIAL_IDA),Arvind Dharmapuri,NIZAMABAD,"Construction of compound wall to community hall near Hanuman Mandir , Kuruma palli (V) Raikal (M)",05-Sep-2024,2026-08-17,350000,Sanction,WS/MP761/2026-2027/139030,350000.0
1734,Normal/Others,WS/MP761/2026-2027/139031-Construction of community centers and community halls,Telangana,Jagitial(DISTRICT COLLECTOR JAGTIAL_IDA),Arvind Dharmapuri,NIZAMABAD,Construction of Community hall in Ambedkar Wada,05-Sep-2024,2026-08-14,300000,Sanction,WS/MP761/2026-2027/139031,300000.0
