sr_no,state,work,work_id,ida,honble_members_of_parliament,constituency,expenditure_date,vendor_name,payment_status,fund_disbursed_amount,amount
106,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/171451,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,2026-07-21,Ajay Kumar Singh,Payment In-Progress,19992,19992.0
107,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/171420,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,2026-07-21,Ajay Kumar Singh,Payment In-Progress,19992,19992.0
108,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/171392,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,2026-07-22,Ajay Kumar Singh,Payment In-Progress,19992,19992.0
109,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/171393,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,2026-07-22,Ajay Kumar Singh,Payment In-Progress,19992,19992.0
110,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/171510,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,2026-07-21,Ajay Kumar Singh,Payment In-Progress,19992,19992.0
111,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/171497,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,2026-07-21,Ajay Kumar Singh,Payment In-Progress,19992,19992.0
112,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/171499,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,2026-07-21,Ajay Kumar Singh,Payment In-Progress,19992,19992.0
113,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/171388,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,2026-07-21,Ajay Kumar Singh,Payment In-Progress,19992,19992.0
114,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/171577,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,2026-07-21,Ajay Kumar Singh,Payment In-Progress,19992,19992.0
115,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/171579,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,2026-07-21,Ajay Kumar Singh,Payment In-Progress,19992,19992.0
116,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/171580,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,2026-07-21,Ajay Kumar Singh,Payment In-Progress,19992,19992.0
117,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/171581,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,2026-07-21,Ajay Kumar Singh,Payment In-Progress,19992,19992.0
118,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/171582,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,2026-07-21,Ajay Kumar Singh,Payment In-Progress,19992,19992.0
119,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/171501,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,2026-07-21,Ajay Kumar Singh,Payment In-Progress,19992,19992.0
120,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/171502,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,2026-07-21,Ajay Kumar Singh,Payment In-Progress,19992,19992.0
121,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/171592,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,2026-07-22,Ajay Kumar Singh,Payment In-Progress,19992,19992.0
122,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/171571,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,2026-07-21,Ajay Kumar Singh,Payment In-Progress,19992,19992.0
123,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/172029,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,2026-07-22,Ajay Kumar Singh,Payment In-Progress,19992,19992.0
124,Kerala,Purchase of vans and buses for educational institutions,WS/MP18305/2026-2027/302713,MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA),E.T. MOHAMMED BASHEER,MALAPPURAM,2026-08-24,SML ISUZU LTD,Payment In-Progress,1768000,1768000.0
125,Kerala,Purchase of vans and buses for educational institutions,WS/MP18305/2026-2027/302829,MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA),E.T. MOHAMMED BASHEER,MALAPPURAM,2026-08-29,SML ISUZU LTD,Payment In-Progress,1976000,1976000.0
126,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/171724,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,2026-07-22,Ajay Kumar Singh,Payment In-Progress,19992,19992.0
127,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/171727,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,2026-07-22,Ajay Kumar Singh,Payment In-Progress,19992,19992.0
128,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/171728,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,2026-07-22,Ajay Kumar Singh,Payment In-Progress,19992,19992.0
129,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/171622,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,2026-07-22,Ajay Kumar Singh,Payment In-Progress,19992,19992.0
130,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/171624,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,2026-07-22,Ajay Kumar Singh,Payment In-Progress,19992,19992.0
131,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/171625,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,2026-07-22,Ajay Kumar Singh,Payment In-Progress,19992,19992.0
132,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/171626,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,2026-07-22,Ajay Kumar Singh,Payment In-Progress,19992,19992.0
133,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/214058,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,2026-07-23,Ajay Kumar Singh,Payment In-Progress,18044,18044.0
134,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/214059,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,2026-07-23,Ajay Kumar Singh,Payment In-Progress,18044,18044.0
135,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/214060,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,2026-07-23,Ajay Kumar Singh,Payment In-Progress,18044,18044.0
136,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/214061,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,2026-07-23,Ajay Kumar Singh,Payment In-Progress,18044,18044.0
137,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/214103,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,2026-07-23,Ajay Kumar Singh,Payment In-Progress,18044,18044.0
138,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/214104,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,2026-07-23,Ajay Kumar Singh,Payment In-Progress,18044,18044.0
139,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/214105,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,2026-07-23,Ajay Kumar Singh,Payment In-Progress,18044,18044.0
140,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/214106,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,2026-07-23,Ajay Kumar Singh,Payment In-Progress,18044,18044.0
141,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/214107,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,2026-07-23,Ajay Kumar Singh,Payment In-Progress,18044,18044.0
142,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/214115,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,2026-07-23,Ajay Kumar Singh,Payment In-Progress,18044,18044.0
143,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/214001,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,2026-07-23,Ajay Kumar Singh,Payment In-Progress,18044,18044.0
144,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/214002,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,2026-07-23,Ajay Kumar Singh,Payment In-Progress,18044,18044.0
145,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/214003,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,2026-07-23,Ajay Kumar Singh,Payment In-Progress,18044,18044.0
146,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/214004,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,2026-07-23,Ajay Kumar Singh,Payment In-Progress,18044,18044.0
147,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/214008,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,2026-07-23,Ajay Kumar Singh,Payment In-Progress,18044,18044.0
148,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/214009,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,2026-07-23,Ajay Kumar Singh,Payment In-Progress,18044,18044.0
149,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/214010,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,2026-07-23,Ajay Kumar Singh,Payment In-Progress,18044,18044.0
150,Tamil Nadu,Lighting of public spaces,WS/MP746/2026-2027/232927,RAMANATHAPURAM(DISTRICT COLLECTOR RAMANATHAPURAM_IDA),Kani K Navas,RAMANATHAPURAM,2026-08-28,FPLUS ENTERPRISES,Payment In-Progress,430000,430000.0
151,Uttar Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP856/2025-2026/231387,LUCKNOW(DISTRICT MAGISTRAE LUCKNOW_IDA),Rajnath Singh,LUCKNOW,2026-08-08,MRK CONSTRUCTIONS,Payment In-Progress,133800,133800.0
152,Punjab,Construction of additional rooms and halls in the existing public and community building,WS/MP18314/2025-2026/256967,BARNALA(DEPUTY COMMISSIONER BARNALA_IDA),GURMEET SINGH MEET HAYER,SANGRUR,2026-08-26,Sidhu Cement Store Fatehgarh Channa,Payment In-Progress,44630,44630.0
153,Punjab,Construction of additional rooms and halls in the existing public and community building,WS/MP18314/2025-2026/256967,BARNALA(DEPUTY COMMISSIONER BARNALA_IDA),GURMEET SINGH MEET HAYER,SANGRUR,2026-08-26,Sidhu Cement Store Fatehgarh Channa,Payment In-Progress,17920,17920.0
154,Punjab,Purchase of mobile water tankers,WS/MP18311/2026-2027/287163,S.A.S Nagar(DEPUTY COMMISSIONER SAHIBZADA AJIT SINGH NAGAR MOHALI_IDA),MALVINDER SINGH KANG,ANANDPUR SAHIB,2026-08-10,DASHMESH ENGG WORKS,Payment In-Progress,350000,350000.0
155,Jharkhand,Providing drains and gutters for public drainage,WS/MP18072/2025-2026/226948,BOKARO(DEPUTY COMMISSIONER BOKARO_IDA),DULU MAHATO,DHANBAD,2026-08-27,SABBIR ANSARI,Payment In-Progress,375000,375000.0
156,Jharkhand,Installing tube-wells and borewells,WS/MP334/2025-2026/223481,BOKARO(DEPUTY COMMISSIONER BOKARO_IDA),Shri Chandra Prakash Choudhary,GIRIDIH,2026-08-26,JUNIOR ENGINEER RDSD BOKARO,Payment In-Progress,25000,25000.0
157,Punjab,Construction of additional rooms and halls in the existing public and community building,WS/MP18314/2025-2026/256967,BARNALA(DEPUTY COMMISSIONER BARNALA_IDA),GURMEET SINGH MEET HAYER,SANGRUR,2026-08-26,Dhanaula BKO,Payment In-Progress,6560,6560.0
158,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/171610,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,2026-07-22,Ajay Kumar Singh,Payment In-Progress,19992,19992.0
159,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/171611,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,2026-07-22,Ajay Kumar Singh,Payment In-Progress,19992,19992.0
160,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/171612,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,2026-07-22,Ajay Kumar Singh,Payment In-Progress,19992,19992.0
161,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/171613,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,2026-07-22,Ajay Kumar Singh,Payment In-Progress,19992,19992.0
162,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/171614,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,2026-07-22,Ajay Kumar Singh,Payment In-Progress,19992,19992.0
163,Uttar Pradesh,Street lights,WS/MP18222/2025-2026/171619,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),BABU SINGH KUSHWAHA,JAUNPUR,2026-07-22,Ajay Kumar Singh,Payment In-Progress,19992,19992.0
164,Jharkhand,Construction of common work sheds/ common covered sitting area,WS/MP18072/2025-2026/225052,BOKARO(DEPUTY COMMISSIONER BOKARO_IDA),DULU MAHATO,DHANBAD,2026-08-27,SABBIR ANSARI,Payment In-Progress,244000,244000.0
165,Punjab,Construction of rooms and halls in school and colleges,WS/MP381/2026-2027/275251,AMRITSAR(DEPUTY COMMISSIONER AMRITSAR_IDA),Shri Gurjeet Singh Aujla,AMRITSAR,2026-08-25,SURINDER TRADERS,Payment In-Progress,495474,495474.0
166,Punjab,Construction of rooms and halls in school and colleges,WS/MP381/2026-2027/275258,AMRITSAR(DEPUTY COMMISSIONER AMRITSAR_IDA),Shri Gurjeet Singh Aujla,AMRITSAR,2026-08-25,SURINDER TRADERS,Payment In-Progress,498148,498148.0
167,Tamil Nadu,Construction of community centers and community halls,WS/MP017/2025-2026/257980,THIRUVALLUR(DISTRICT COLLECTOR TIRUVALLUR_IDA),S. Jagathrakshakan,ARAKKONAM,2026-08-27,Raveendhra G,Payment In-Progress,1599822,1599822.0
168,Punjab,Purchase of mobile water tankers,WS/MP18311/2026-2027/280988,RUPNAGAR(DEPUTY COMMISSIONER ROOPNAGAR_IDA),MALVINDER SINGH KANG,ANANDPUR SAHIB,2026-08-28,DASHMESH ENGG WORKS,Payment In-Progress,350000,350000.0
169,Jharkhand,Construction of public staircase/ stair ghat for public convenience,WS/MP334/2025-2026/211607,BOKARO(DEPUTY COMMISSIONER BOKARO_IDA),Shri Chandra Prakash Choudhary,GIRIDIH,2026-08-26,JUNIOR ENGINEER RDSD BOKARO,Payment In-Progress,25000,25000.0
170,Uttar Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP494/2025-2026/226479,AGRA(DISTRICT MAGISTRAE AGRA_IDA),Prof SP Singh Baghel,AGRA(SC),2026-08-26,SAI ENTERPRISES,Payment In-Progress,665840,665840.0
171,Uttar Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP494/2025-2026/226492,AGRA(DISTRICT MAGISTRAE AGRA_IDA),Prof SP Singh Baghel,AGRA(SC),2026-08-26,SAI ENTERPRISES,Payment In-Progress,556999,556999.0
172,Uttar Pradesh,Installing community drinking water plants,WS/MP494/2025-2026/226510,AGRA(DISTRICT MAGISTRAE AGRA_IDA),Prof SP Singh Baghel,AGRA(SC),2026-08-26,TANYA CONSTRUCTION,Payment In-Progress,66054,66054.0
173,Karnataka,Construction of community centers and community halls,WS/MP337/2026-2027/247788,SHIVAMOGGA(DEPUTY COMMISSIONER SHIMOGA_IDA),Shri B Y Raghavendra,SHIMOGA,2026-08-29,Nirmithi Kendra Shivamogga,Payment In-Progress,367500,367500.0
174,Tamil Nadu,Lighting of public spaces,WS/MP18179/2026-2027/245271,Mayiladuthurai(District Collector Mayiladuthurai_IDA),SUDHA R,MAYILADUTHURAI,2026-08-24,SRI SAI ENTERPRISES,Payment In-Progress,900000,900000.0
175,Jharkhand,Installing tube-wells and borewells,WS/MP334/2025-2026/211258,BOKARO(DEPUTY COMMISSIONER BOKARO_IDA),Shri Chandra Prakash Choudhary,GIRIDIH,2026-08-26,JUNIOR ENGINEER RDSD BOKARO,Payment In-Progress,25000,25000.0
176,Jharkhand,Installing tube-wells and borewells,WS/MP334/2025-2026/223476,BOKARO(DEPUTY COMMISSIONER BOKARO_IDA),Shri Chandra Prakash Choudhary,GIRIDIH,2026-08-26,JUNIOR ENGINEER RDSD BOKARO,Payment In-Progress,70000,70000.0
177,Uttar Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP494/2025-2026/226497,AGRA(DISTRICT MAGISTRAE AGRA_IDA),Prof SP Singh Baghel,AGRA(SC),2026-08-26,TANYA CONSTRUCTION,Payment In-Progress,287553,287553.0
178,Uttar Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP494/2025-2026/226499,AGRA(DISTRICT MAGISTRAE AGRA_IDA),Prof SP Singh Baghel,AGRA(SC),2026-08-26,TANYA CONSTRUCTION,Payment In-Progress,979484,979484.0
179,Uttar Pradesh,Installing community drinking water plants,WS/MP494/2025-2026/226500,AGRA(DISTRICT MAGISTRAE AGRA_IDA),Prof SP Singh Baghel,AGRA(SC),2026-08-26,TANYA CONSTRUCTION,Payment In-Progress,66175,66175.0
180,Uttar Pradesh,Installing community drinking water plants,WS/MP494/2025-2026/226501,AGRA(DISTRICT MAGISTRAE AGRA_IDA),Prof SP Singh Baghel,AGRA(SC),2026-08-26,TANYA CONSTRUCTION,Payment In-Progress,66175,66175.0
181,Uttar Pradesh,Installing community drinking water plants,WS/MP494/2025-2026/226502,AGRA(DISTRICT MAGISTRAE AGRA_IDA),Prof SP Singh Baghel,AGRA(SC),2026-08-26,TANYA CONSTRUCTION,Payment In-Progress,66175,66175.0
182,Uttar Pradesh,Installing community drinking water plants,WS/MP494/2025-2026/226503,AGRA(DISTRICT MAGISTRAE AGRA_IDA),Prof SP Singh Baghel,AGRA(SC),2026-08-26,TANYA CONSTRUCTION,Payment In-Progress,66175,66175.0
183,Uttar Pradesh,Installing community drinking water plants,WS/MP494/2025-2026/226504,AGRA(DISTRICT MAGISTRAE AGRA_IDA),Prof SP Singh Baghel,AGRA(SC),2026-08-26,TANYA CONSTRUCTION,Payment In-Progress,66175,66175.0
184,Uttar Pradesh,Installing community drinking water plants,WS/MP494/2025-2026/226505,AGRA(DISTRICT MAGISTRAE AGRA_IDA),Prof SP Singh Baghel,AGRA(SC),2026-08-26,TANYA CONSTRUCTION,Payment In-Progress,66175,66175.0
185,Uttar Pradesh,Installing community drinking water plants,WS/MP494/2025-2026/226507,AGRA(DISTRICT MAGISTRAE AGRA_IDA),Prof SP Singh Baghel,AGRA(SC),2026-08-26,TANYA CONSTRUCTION,Payment In-Progress,65762,65762.0
186,Bihar,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP417/2025-2026/215032,NALANDA(DISTRICT PLANNING OFFICER NALANDA_IDA),Kaushalendra Kumar,NALANDA,2026-08-29,ADARSH KUMAR,Payment In-Progress,296919,296919.0
187,Karnataka,Setting up of laboratories,WS/MP18078/2026-2027/248997,BALLARI(DEPUTY COMMISSIONER BELLARY_IDA),E. TUKARAM,BELLARY(ST),2026-08-24,Bellary Nirmithi Kendra Bellary,Payment In-Progress,1125000,1125000.0
188,Tamil Nadu,Purchase of books and periodicals for libraries/digitization of library books,WS/MP746/2025-2026/212906,RAMANATHAPURAM(DISTRICT COLLECTOR RAMANATHAPURAM_IDA),Kani K Navas,RAMANATHAPURAM,2026-04-01,Nava India Pathipagam,Payment In-Progress,500000,500000.0
189,Tamil Nadu,Street lights,WS/MP18177/2025-2026/156784,TIRUPPUR(DISTRICT COLLECTOR TIRUPPUR_IDA),K E PRAKASH,ERODE,2026-04-16,QUALITTY ENTERPRISES,Payment In-Progress,400000,400000.0
190,Punjab,Construction of additional rooms and halls in the existing public and community building,WS/MP18314/2025-2026/256967,BARNALA(DEPUTY COMMISSIONER BARNALA_IDA),GURMEET SINGH MEET HAYER,SANGRUR,2026-08-26,Karan Intelock Tiles,Payment In-Progress,34380,34380.0
191,Punjab,Construction of additional rooms and halls in the existing public and community building,WS/MP18314/2025-2026/256967,BARNALA(DEPUTY COMMISSIONER BARNALA_IDA),GURMEET SINGH MEET HAYER,SANGRUR,2026-08-26,Karan Intelock Tiles,Payment In-Progress,21201,21201.0
192,Punjab,Construction of additional rooms and halls in the existing public and community building,WS/MP18314/2025-2026/256967,BARNALA(DEPUTY COMMISSIONER BARNALA_IDA),GURMEET SINGH MEET HAYER,SANGRUR,2026-08-26,BHAGWATI STEELS,Payment In-Progress,240226,240226.0
193,Rajasthan,Development of playground,WS/MP18164/2025-2026/259491,GANGANAGAR(Zilla GANGANAGAR),KULDEEP INDORA,GANGANAGAR(SC),2026-08-17,Param Enterprises,Payment In-Progress,96454,96454.0
194,Punjab,Installing tube-wells and borewells,WS/MP18158/2026-2027/261347,PATIALA(DEPUTY COMMISSIONER PATIALA_IDA),DR DHARAMVIRA GANDHI,PATIALA,2026-08-26,SHAM LAL BAL MUKAND,Payment In-Progress,86730,86730.0
195,Uttarakhand,Construction of footpaths and pedestrian ways,WS/MP477/2026-2027/274283,ALMORA(DISTRICT MAGISTRATE ALMORA_IDA),Ajay Tamta,ALMORA(SC),2026-08-27,bdo lamgara royalty,Payment In-Progress,11058,11058.0
196,Madhya Pradesh,Construction of community centers and community halls,WS/MP641/2026-2027/258152,Khargone (West Nimar)(DISTRICT COLLECTOR KHARGONE_IDA),Gajendra Singh Patel,KHARGONE(ST),2026-04-24,cmobistan,Payment In-Progress,150000,150000.0
197,Uttar Pradesh,Lighting of public spaces,WS/MP18346/2024-2025/172316,RAE BARELI(DISTRICT MAGISTRATE RAE BARELI_IDA),RAHUL GANDHI,RAE BARELI,2026-01-23,Exajoule PVT LTD,Payment In-Progress,158500,158500.0
198,Andhra Pradesh,Improvement of electricity distribution infrastructure,WS/MP405/2025-2026/140142,KRISHNA(DISTRICT COLLECTOR KRISHNA_IDA),Balashowry Vallabbhaneni,MACHILIPATNAM,2026-07-06,venkateswara rao ganesana,Payment In-Progress,380097,380097.0
199,Tamil Nadu,"Purchase of smart boards, visual display units and projectors",WS/MP743/2025-2026/190832,CHENGALPATTU(District Collector Chengalpattu_IDA),Ganesan Selvam,KANCHEEPURAM(SC),2026-08-29,T S SOLAR POWER SYSTEM,Payment In-Progress,400000,400000.0
200,Andhra Pradesh,Setting up public non-conventional energy plants,WS/MP522/2025-2026/260876,SRIKAKULAM(District Collector Srikakulam_IDA),Kinjarapu Ram Mohan Naidu,SRIKAKULAM,2026-08-13,VIRAT MODY SOLAR SITY,Payment In-Progress,888865,888865.0
201,Bihar,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP417/2025-2026/222071,NALANDA(DISTRICT PLANNING OFFICER NALANDA_IDA),Kaushalendra Kumar,NALANDA,2026-08-27,simpi,Payment In-Progress,395705,395705.0
202,Tamil Nadu,Construction of bus-sheds or bus-stops,WS/MP18179/2026-2027/245281,Mayiladuthurai(District Collector Mayiladuthurai_IDA),SUDHA R,MAYILADUTHURAI,2026-08-13,Jothiprakash V,Payment In-Progress,595689,595689.0
203,Madhya Pradesh,Construction of common work sheds/ common covered sitting area,WS/MP18104/2025-2026/213696,NARMADAPURAM(DISTRICT COLLECTOR NARMADAPURAM_IDA),DARSHAN SINGH CHOUDHARY,HOSHANGABAD,2026-01-06,Sachiv Gram panchayat kulamadi,Payment In-Progress,75000,75000.0
204,Madhya Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18100/2025-2026/249986,CHHINDWARA(DISTRICT COLLECTOR CHHINDWARA_IDA),BUNTY VIVEK SAHU,CHHINDWARA,2026-02-03,Sarpanch Gram Panchayat   KERIYA,Payment In-Progress,120000,120000.0
205,West Bengal,Construction of buildings for crèches and anganwadies,WS/MP18248/2024-2025/151513,PURBA BARDHAMAN(DISTRICT MAGISTRATE PURBA BARDHAMAN_IDA),DR. SHARMILA SARKAR,BARDHAMAN PURBA(SC),2026-07-21,SRI BALAJI CONCERN,Payment In-Progress,799065,799065.0
206,Bihar,Construction of community centers and community halls,WS/MP18043/2025-2026/198318,KAIMUR (BHABUA)(DISTRICT PLANNING OFFICER KAIMUR BHABUA_IDA),MANOJ KUMAR,SASARAM(SC),2026-06-27,ASSISTANT ENGINEER MOHANIA,Payment In-Progress,201465,201465.0
207,Madhya Pradesh,Purchase of books and periodicals for libraries/digitization of library books,WS/MP444/2026-2027/254267,BETUL(DISTRICT COLLECTOR BETUL_IDA),Durga Das Uikey,BETUL(ST),2026-07-27,PRATIBHA PRATISHTHAN,Payment In-Progress,1999844,1999844.0
208,Tamil Nadu,Lighting of public spaces,WS/MP751/2025-2026/249287,MADURAI(DISTRICT COLLECTOR MADURAI_IDA),S Venkatesan,MADURAI,2026-08-27,N NALLATHAMBI,Payment In-Progress,399890,399890.0
209,Punjab,Construction of shelters for animals,WS/MP18314/2026-2027/268676,BARNALA(DEPUTY COMMISSIONER BARNALA_IDA),GURMEET SINGH MEET HAYER,SANGRUR,2026-08-25,MS SHERPUR BRICK KILN,Payment In-Progress,49200,49200.0
210,Punjab,Construction of shelters for animals,WS/MP18314/2026-2027/268676,BARNALA(DEPUTY COMMISSIONER BARNALA_IDA),GURMEET SINGH MEET HAYER,SANGRUR,2026-08-25,MS SHERPUR BRICK KILN,Payment In-Progress,49200,49200.0
